scales,wavedate,variable,mean_measurement,mean_measurement_se,ymax,ymin,groupby,subgroup,N_total
2,2020-11-14,ges_per_gefahr,1.78,0.09,1.96,1.6,hi,1.Quintile,1584
2,2020-11-14,ges_per_gefahr,1.84,0.09,2.01,1.67,hi,2.Quintile,1584
2,2020-11-14,ges_per_gefahr,1.82,0.08,1.97,1.68,hi,3.Quintile,1584
2,2020-11-14,ges_per_gefahr,1.72,0.06,1.85,1.6,hi,4.Quintile,1584
2,2020-11-14,ges_per_gefahr,1.52,0.1,1.71,1.33,hi,5.Quintile,1584
2,2020-11-14,ges_pub_gefahr,2.75,0.08,2.9,2.59,hi,1.Quintile,1583
2,2020-11-14,ges_pub_gefahr,2.64,0.06,2.77,2.52,hi,2.Quintile,1583
2,2020-11-14,ges_pub_gefahr,2.58,0.07,2.73,2.44,hi,3.Quintile,1583
2,2020-11-14,ges_pub_gefahr,2.6,0.06,2.73,2.48,hi,4.Quintile,1583
2,2020-11-14,ges_pub_gefahr,2.41,0.09,2.59,2.23,hi,5.Quintile,1583
2,2020-12-13,ges_per_gefahr,1.66,0.09,1.83,1.49,hi,1.Quintile,1553
2,2020-12-13,ges_per_gefahr,1.64,0.08,1.8,1.47,hi,2.Quintile,1553
2,2020-12-13,ges_per_gefahr,1.57,0.08,1.72,1.42,hi,3.Quintile,1553
2,2020-12-13,ges_per_gefahr,1.47,0.07,1.61,1.33,hi,4.Quintile,1553
2,2020-12-13,ges_per_gefahr,1.49,0.09,1.66,1.31,hi,5.Quintile,1553
2,2020-12-13,ges_pub_gefahr,2.51,0.07,2.65,2.37,hi,1.Quintile,1554
2,2020-12-13,ges_pub_gefahr,2.45,0.07,2.59,2.31,hi,2.Quintile,1554
2,2020-12-13,ges_pub_gefahr,2.31,0.07,2.45,2.17,hi,3.Quintile,1554
2,2020-12-13,ges_pub_gefahr,2.31,0.06,2.43,2.19,hi,4.Quintile,1554
2,2020-12-13,ges_pub_gefahr,2.36,0.09,2.53,2.2,hi,5.Quintile,1554
2,2021-01-16,ges_per_gefahr,1.66,0.08,1.82,1.51,hi,1.Quintile,1599
2,2021-01-16,ges_per_gefahr,1.63,0.08,1.8,1.47,hi,2.Quintile,1599
2,2021-01-16,ges_per_gefahr,1.62,0.08,1.79,1.46,hi,3.Quintile,1599
2,2021-01-16,ges_per_gefahr,1.55,0.07,1.69,1.41,hi,4.Quintile,1599
2,2021-01-16,ges_per_gefahr,1.61,0.09,1.79,1.43,hi,5.Quintile,1599
2,2021-01-16,ges_pub_gefahr,2.45,0.07,2.58,2.32,hi,1.Quintile,1603
2,2021-01-16,ges_pub_gefahr,2.32,0.07,2.45,2.18,hi,2.Quintile,1603
2,2021-01-16,ges_pub_gefahr,2.37,0.08,2.52,2.22,hi,3.Quintile,1603
2,2021-01-16,ges_pub_gefahr,2.34,0.06,2.46,2.21,hi,4.Quintile,1603
2,2021-01-16,ges_pub_gefahr,2.36,0.09,2.54,2.19,hi,5.Quintile,1603
2,2021-02-13,ges_per_gefahr,1.6,0.08,1.75,1.45,hi,1.Quintile,1562
2,2021-02-13,ges_per_gefahr,1.67,0.07,1.82,1.53,hi,2.Quintile,1562
2,2021-02-13,ges_per_gefahr,1.45,0.07,1.59,1.31,hi,3.Quintile,1562
2,2021-02-13,ges_per_gefahr,1.38,0.07,1.52,1.24,hi,4.Quintile,1562
2,2021-02-13,ges_per_gefahr,1.5,0.09,1.67,1.33,hi,5.Quintile,1562
2,2021-02-13,ges_pub_gefahr,2.3,0.07,2.43,2.17,hi,1.Quintile,1562
2,2021-02-13,ges_pub_gefahr,2.27,0.07,2.4,2.14,hi,2.Quintile,1562
2,2021-02-13,ges_pub_gefahr,2.25,0.07,2.39,2.11,hi,3.Quintile,1562
2,2021-02-13,ges_pub_gefahr,2.18,0.07,2.31,2.05,hi,4.Quintile,1562
2,2021-02-13,ges_pub_gefahr,2.31,0.08,2.47,2.15,hi,5.Quintile,1562
2,2021-03-13,ges_per_gefahr,1.52,0.09,1.69,1.34,hi,1.Quintile,1561
2,2021-03-13,ges_per_gefahr,1.58,0.09,1.77,1.4,hi,2.Quintile,1561
2,2021-03-13,ges_per_gefahr,1.51,0.08,1.67,1.34,hi,3.Quintile,1561
2,2021-03-13,ges_per_gefahr,1.53,0.07,1.68,1.39,hi,4.Quintile,1561
2,2021-03-13,ges_per_gefahr,1.33,0.09,1.5,1.16,hi,5.Quintile,1561
2,2021-03-13,ges_pub_gefahr,2.36,0.08,2.51,2.2,hi,1.Quintile,1560
2,2021-03-13,ges_pub_gefahr,2.32,0.09,2.5,2.13,hi,2.Quintile,1560
2,2021-03-13,ges_pub_gefahr,2.25,0.08,2.4,2.09,hi,3.Quintile,1560
2,2021-03-13,ges_pub_gefahr,2.27,0.06,2.39,2.14,hi,4.Quintile,1560
2,2021-03-13,ges_pub_gefahr,2.14,0.08,2.31,1.98,hi,5.Quintile,1560
2,2021-04-16,ges_per_gefahr,1.57,0.1,1.76,1.37,hi,1.Quintile,1514
2,2021-04-16,ges_per_gefahr,1.47,0.09,1.65,1.3,hi,2.Quintile,1514
2,2021-04-16,ges_per_gefahr,1.55,0.09,1.71,1.38,hi,3.Quintile,1514
2,2021-04-16,ges_per_gefahr,1.42,0.07,1.57,1.27,hi,4.Quintile,1514
2,2021-04-16,ges_per_gefahr,1.31,0.09,1.48,1.14,hi,5.Quintile,1514
2,2021-04-16,ges_pub_gefahr,2.18,0.08,2.34,2.02,hi,1.Quintile,1514
2,2021-04-16,ges_pub_gefahr,2.11,0.08,2.27,1.95,hi,2.Quintile,1514
2,2021-04-16,ges_pub_gefahr,2.15,0.08,2.3,2,hi,3.Quintile,1514
2,2021-04-16,ges_pub_gefahr,2.14,0.07,2.28,2,hi,4.Quintile,1514
2,2021-04-16,ges_pub_gefahr,2.17,0.08,2.33,2.02,hi,5.Quintile,1514
2,2021-05-22,ges_per_gefahr,1.41,0.09,1.59,1.23,hi,1.Quintile,1488
2,2021-05-22,ges_per_gefahr,1.21,0.08,1.36,1.05,hi,2.Quintile,1488
2,2021-05-22,ges_per_gefahr,1.14,0.07,1.27,1,hi,3.Quintile,1488
2,2021-05-22,ges_per_gefahr,1.19,0.07,1.33,1.05,hi,4.Quintile,1488
2,2021-05-22,ges_per_gefahr,1.13,0.08,1.28,0.98,hi,5.Quintile,1488
2,2021-05-22,ges_pub_gefahr,2.08,0.08,2.24,1.92,hi,1.Quintile,1488
2,2021-05-22,ges_pub_gefahr,1.86,0.07,2.01,1.72,hi,2.Quintile,1488
2,2021-05-22,ges_pub_gefahr,1.8,0.07,1.94,1.66,hi,3.Quintile,1488
2,2021-05-22,ges_pub_gefahr,1.78,0.07,1.91,1.65,hi,4.Quintile,1488
2,2021-05-22,ges_pub_gefahr,1.84,0.06,1.97,1.71,hi,5.Quintile,1488
2,2021-06-26,ges_per_gefahr,1.32,0.09,1.49,1.14,hi,1.Quintile,1497
2,2021-06-26,ges_per_gefahr,1.13,0.08,1.29,0.97,hi,2.Quintile,1497
2,2021-06-26,ges_per_gefahr,1.02,0.08,1.17,0.87,hi,3.Quintile,1497
2,2021-06-26,ges_per_gefahr,0.98,0.07,1.13,0.84,hi,4.Quintile,1497
2,2021-06-26,ges_per_gefahr,0.95,0.08,1.11,0.8,hi,5.Quintile,1497
2,2021-06-26,ges_pub_gefahr,1.98,0.08,2.14,1.82,hi,1.Quintile,1493
2,2021-06-26,ges_pub_gefahr,1.78,0.08,1.94,1.62,hi,2.Quintile,1493
2,2021-06-26,ges_pub_gefahr,1.64,0.07,1.77,1.5,hi,3.Quintile,1493
2,2021-06-26,ges_pub_gefahr,1.75,0.06,1.87,1.62,hi,4.Quintile,1493
2,2021-06-26,ges_pub_gefahr,1.69,0.07,1.83,1.54,hi,5.Quintile,1493
3,2020-03-28,wochentag,1.81,0.1,1.99,1.62,hi,1.Quintile,1535
3,2020-03-28,wochentag,1.73,0.1,1.93,1.52,hi,2.Quintile,1535
3,2020-03-28,wochentag,1.73,0.1,1.94,1.53,hi,3.Quintile,1535
3,2020-03-28,wochentag,1.53,0.1,1.73,1.33,hi,4.Quintile,1535
3,2020-03-28,wochentag,1.55,0.14,1.81,1.28,hi,5.Quintile,1535
3,2020-03-28,kontakt,2.73,0.08,2.88,2.57,hi,1.Quintile,1533
3,2020-03-28,kontakt,2.31,0.1,2.51,2.11,hi,2.Quintile,1533
3,2020-03-28,kontakt,2.56,0.09,2.74,2.38,hi,3.Quintile,1533
3,2020-03-28,kontakt,2.44,0.08,2.6,2.28,hi,4.Quintile,1533
3,2020-03-28,kontakt,2.47,0.13,2.73,2.22,hi,5.Quintile,1533
3,2020-04-04,wochentag,1.73,0.11,1.94,1.52,hi,1.Quintile,1544
3,2020-04-04,wochentag,1.95,0.1,2.15,1.76,hi,2.Quintile,1544
3,2020-04-04,wochentag,1.66,0.08,1.82,1.49,hi,3.Quintile,1544
3,2020-04-04,wochentag,1.47,0.1,1.66,1.27,hi,4.Quintile,1544
3,2020-04-04,wochentag,1.7,0.13,1.95,1.44,hi,5.Quintile,1544
3,2020-04-04,kontakt,2.77,0.09,2.94,2.59,hi,1.Quintile,1547
3,2020-04-04,kontakt,2.66,0.08,2.81,2.5,hi,2.Quintile,1547
3,2020-04-04,kontakt,2.56,0.08,2.72,2.41,hi,3.Quintile,1547
3,2020-04-04,kontakt,2.57,0.1,2.76,2.38,hi,4.Quintile,1547
3,2020-04-04,kontakt,2.62,0.13,2.87,2.36,hi,5.Quintile,1547
3,2020-04-11,wochentag,1.73,0.1,1.92,1.54,hi,1.Quintile,1489
3,2020-04-11,wochentag,1.8,0.1,2,1.61,hi,2.Quintile,1489
3,2020-04-11,wochentag,1.68,0.09,1.85,1.5,hi,3.Quintile,1489
3,2020-04-11,wochentag,1.42,0.09,1.61,1.24,hi,4.Quintile,1489
3,2020-04-11,wochentag,1.43,0.13,1.68,1.17,hi,5.Quintile,1489
3,2020-04-11,kontakt,2.75,0.1,2.94,2.57,hi,1.Quintile,1489
3,2020-04-11,kontakt,2.5,0.1,2.69,2.31,hi,2.Quintile,1489
3,2020-04-11,kontakt,2.57,0.07,2.72,2.43,hi,3.Quintile,1489
3,2020-04-11,kontakt,2.47,0.08,2.63,2.32,hi,4.Quintile,1489
3,2020-04-11,kontakt,2.6,0.12,2.83,2.38,hi,5.Quintile,1489
3,2020-04-17,wochentag,1.51,0.1,1.72,1.31,hi,1.Quintile,1511
3,2020-04-17,wochentag,1.78,0.09,1.95,1.6,hi,2.Quintile,1511
3,2020-04-17,wochentag,1.59,0.1,1.78,1.4,hi,3.Quintile,1511
3,2020-04-17,wochentag,1.28,0.09,1.44,1.11,hi,4.Quintile,1511
3,2020-04-17,wochentag,1.48,0.13,1.73,1.23,hi,5.Quintile,1511
3,2020-04-17,kontakt,2.64,0.09,2.81,2.46,hi,1.Quintile,1511
3,2020-04-17,kontakt,2.46,0.09,2.64,2.28,hi,2.Quintile,1511
3,2020-04-17,kontakt,2.59,0.08,2.74,2.43,hi,3.Quintile,1511
3,2020-04-17,kontakt,2.43,0.08,2.58,2.28,hi,4.Quintile,1511
3,2020-04-17,kontakt,2.44,0.13,2.69,2.19,hi,5.Quintile,1511
3,2020-04-25,wochentag,1.62,0.11,1.83,1.42,hi,1.Quintile,1500
3,2020-04-25,wochentag,1.8,0.1,2,1.6,hi,2.Quintile,1500
3,2020-04-25,wochentag,1.5,0.09,1.68,1.32,hi,3.Quintile,1500
3,2020-04-25,wochentag,1.38,0.1,1.57,1.19,hi,4.Quintile,1500
3,2020-04-25,wochentag,1.23,0.12,1.46,1,hi,5.Quintile,1500
3,2020-04-25,kontakt,2.69,0.1,2.89,2.49,hi,1.Quintile,1500
3,2020-04-25,kontakt,2.46,0.09,2.64,2.28,hi,2.Quintile,1500
3,2020-04-25,kontakt,2.51,0.09,2.69,2.33,hi,3.Quintile,1500
3,2020-04-25,kontakt,2.42,0.08,2.59,2.26,hi,4.Quintile,1500
3,2020-04-25,kontakt,2.21,0.13,2.46,1.96,hi,5.Quintile,1500
3,2020-05-03,wochentag,1.72,0.1,1.92,1.52,hi,1.Quintile,1528
3,2020-05-03,wochentag,1.71,0.1,1.9,1.51,hi,2.Quintile,1528
3,2020-05-03,wochentag,1.43,0.09,1.59,1.26,hi,3.Quintile,1528
3,2020-05-03,wochentag,1.22,0.09,1.39,1.06,hi,4.Quintile,1528
3,2020-05-03,wochentag,1.28,0.13,1.54,1.03,hi,5.Quintile,1528
3,2020-05-03,kontakt,2.62,0.1,2.81,2.43,hi,1.Quintile,1529
3,2020-05-03,kontakt,2.47,0.09,2.65,2.29,hi,2.Quintile,1529
3,2020-05-03,kontakt,2.44,0.09,2.61,2.27,hi,3.Quintile,1529
3,2020-05-03,kontakt,2.28,0.09,2.45,2.1,hi,4.Quintile,1529
3,2020-05-03,kontakt,2.19,0.14,2.46,1.93,hi,5.Quintile,1529
3,2020-05-09,wochentag,1.57,0.1,1.75,1.38,hi,1.Quintile,1494
3,2020-05-09,wochentag,1.53,0.09,1.71,1.35,hi,2.Quintile,1494
3,2020-05-09,wochentag,1.36,0.09,1.54,1.17,hi,3.Quintile,1494
3,2020-05-09,wochentag,1.22,0.08,1.38,1.05,hi,4.Quintile,1494
3,2020-05-09,wochentag,1.16,0.12,1.38,0.93,hi,5.Quintile,1494
3,2020-05-09,kontakt,2.42,0.1,2.63,2.22,hi,1.Quintile,1491
3,2020-05-09,kontakt,2.07,0.09,2.25,1.9,hi,2.Quintile,1491
3,2020-05-09,kontakt,2.28,0.08,2.44,2.11,hi,3.Quintile,1491
3,2020-05-09,kontakt,2.02,0.09,2.2,1.84,hi,4.Quintile,1491
3,2020-05-09,kontakt,1.84,0.12,2.08,1.59,hi,5.Quintile,1491
3,2020-05-16,wochentag,1.55,0.1,1.75,1.35,hi,1.Quintile,1472
3,2020-05-16,wochentag,1.49,0.1,1.7,1.29,hi,2.Quintile,1472
3,2020-05-16,wochentag,1.32,0.09,1.5,1.15,hi,3.Quintile,1472
3,2020-05-16,wochentag,1.18,0.08,1.33,1.02,hi,4.Quintile,1472
3,2020-05-16,wochentag,1.1,0.12,1.35,0.86,hi,5.Quintile,1472
3,2020-05-16,kontakt,2.36,0.09,2.54,2.18,hi,1.Quintile,1470
3,2020-05-16,kontakt,2.03,0.1,2.23,1.82,hi,2.Quintile,1470
3,2020-05-16,kontakt,2.01,0.09,2.18,1.83,hi,3.Quintile,1470
3,2020-05-16,kontakt,2.04,0.08,2.2,1.87,hi,4.Quintile,1470
3,2020-05-16,kontakt,2.03,0.14,2.31,1.76,hi,5.Quintile,1470
3,2020-05-24,wochentag,1.55,0.11,1.77,1.33,hi,1.Quintile,1466
3,2020-05-24,wochentag,1.36,0.08,1.53,1.19,hi,2.Quintile,1466
3,2020-05-24,wochentag,1.26,0.09,1.44,1.08,hi,3.Quintile,1466
3,2020-05-24,wochentag,0.98,0.08,1.14,0.82,hi,4.Quintile,1466
3,2020-05-24,wochentag,0.94,0.12,1.18,0.71,hi,5.Quintile,1466
3,2020-05-24,kontakt,2.17,0.11,2.38,1.95,hi,1.Quintile,1471
3,2020-05-24,kontakt,1.78,0.1,1.97,1.6,hi,2.Quintile,1471
3,2020-05-24,kontakt,1.91,0.1,2.1,1.72,hi,3.Quintile,1471
3,2020-05-24,kontakt,1.79,0.08,1.95,1.63,hi,4.Quintile,1471
3,2020-05-24,kontakt,1.77,0.14,2.04,1.5,hi,5.Quintile,1471
3,2020-05-29,wochentag,1.25,0.09,1.44,1.07,hi,1.Quintile,1473
3,2020-05-29,wochentag,1.36,0.1,1.55,1.16,hi,2.Quintile,1473
3,2020-05-29,wochentag,1.23,0.09,1.39,1.06,hi,3.Quintile,1473
3,2020-05-29,wochentag,1.11,0.08,1.27,0.95,hi,4.Quintile,1473
3,2020-05-29,wochentag,0.97,0.13,1.21,0.72,hi,5.Quintile,1473
3,2020-05-29,kontakt,2.13,0.1,2.32,1.94,hi,1.Quintile,1473
3,2020-05-29,kontakt,1.85,0.1,2.04,1.66,hi,2.Quintile,1473
3,2020-05-29,kontakt,1.72,0.09,1.9,1.55,hi,3.Quintile,1473
3,2020-05-29,kontakt,1.72,0.08,1.88,1.55,hi,4.Quintile,1473
3,2020-05-29,kontakt,1.71,0.14,2,1.43,hi,5.Quintile,1473
3,2020-06-13,wochentag,1.33,0.1,1.52,1.13,hi,1.Quintile,1470
3,2020-06-13,wochentag,1.36,0.1,1.56,1.16,hi,2.Quintile,1470
3,2020-06-13,wochentag,1.19,0.09,1.37,1,hi,3.Quintile,1470
3,2020-06-13,wochentag,0.89,0.08,1.03,0.74,hi,4.Quintile,1470
3,2020-06-13,wochentag,0.96,0.13,1.21,0.71,hi,5.Quintile,1470
3,2020-06-13,kontakt,1.75,0.11,1.96,1.53,hi,1.Quintile,1474
3,2020-06-13,kontakt,1.61,0.1,1.8,1.41,hi,2.Quintile,1474
3,2020-06-13,kontakt,1.44,0.09,1.62,1.27,hi,3.Quintile,1474
3,2020-06-13,kontakt,1.39,0.09,1.56,1.21,hi,4.Quintile,1474
3,2020-06-13,kontakt,1.32,0.13,1.58,1.05,hi,5.Quintile,1474
3,2020-06-27,wochentag,1.27,0.1,1.46,1.08,hi,1.Quintile,1488
3,2020-06-27,wochentag,1.28,0.09,1.45,1.11,hi,2.Quintile,1488
3,2020-06-27,wochentag,1.14,0.08,1.3,0.98,hi,3.Quintile,1488
3,2020-06-27,wochentag,0.9,0.09,1.07,0.73,hi,4.Quintile,1488
3,2020-06-27,wochentag,0.92,0.12,1.15,0.69,hi,5.Quintile,1488
3,2020-06-27,kontakt,1.75,0.1,1.95,1.56,hi,1.Quintile,1484
3,2020-06-27,kontakt,1.49,0.09,1.67,1.31,hi,2.Quintile,1484
3,2020-06-27,kontakt,1.32,0.08,1.48,1.16,hi,3.Quintile,1484
3,2020-06-27,kontakt,1.31,0.08,1.47,1.14,hi,4.Quintile,1484
3,2020-06-27,kontakt,1.27,0.13,1.53,1.01,hi,5.Quintile,1484
3,2020-07-11,wochentag,1.13,0.1,1.32,0.94,hi,1.Quintile,1500
3,2020-07-11,wochentag,1.16,0.09,1.34,0.97,hi,2.Quintile,1500
3,2020-07-11,wochentag,1.14,0.09,1.31,0.97,hi,3.Quintile,1500
3,2020-07-11,wochentag,0.91,0.08,1.07,0.75,hi,4.Quintile,1500
3,2020-07-11,wochentag,0.7,0.11,0.9,0.49,hi,5.Quintile,1500
3,2020-07-11,kontakt,1.57,0.1,1.78,1.36,hi,1.Quintile,1494
3,2020-07-11,kontakt,1.27,0.1,1.46,1.08,hi,2.Quintile,1494
3,2020-07-11,kontakt,1.29,0.09,1.46,1.12,hi,3.Quintile,1494
3,2020-07-11,kontakt,1.06,0.08,1.21,0.91,hi,4.Quintile,1494
3,2020-07-11,kontakt,1.2,0.14,1.47,0.94,hi,5.Quintile,1494
3,2020-08-15,wochentag,1.32,0.1,1.52,1.12,hi,1.Quintile,1513
3,2020-08-15,wochentag,1.25,0.09,1.44,1.06,hi,2.Quintile,1513
3,2020-08-15,wochentag,1.09,0.09,1.25,0.92,hi,3.Quintile,1513
3,2020-08-15,wochentag,0.94,0.08,1.1,0.78,hi,4.Quintile,1513
3,2020-08-15,wochentag,0.86,0.1,1.06,0.66,hi,5.Quintile,1513
3,2020-08-15,kontakt,1.52,0.1,1.71,1.33,hi,1.Quintile,1510
3,2020-08-15,kontakt,1.33,0.09,1.5,1.16,hi,2.Quintile,1510
3,2020-08-15,kontakt,1.33,0.08,1.49,1.16,hi,3.Quintile,1510
3,2020-08-15,kontakt,1.12,0.08,1.28,0.97,hi,4.Quintile,1510
3,2020-08-15,kontakt,0.97,0.11,1.18,0.76,hi,5.Quintile,1510
3,2020-09-12,wochentag,1.24,0.1,1.44,1.04,hi,1.Quintile,1548
3,2020-09-12,wochentag,1.14,0.09,1.31,0.97,hi,2.Quintile,1548
3,2020-09-12,wochentag,1.03,0.08,1.19,0.87,hi,3.Quintile,1548
3,2020-09-12,wochentag,0.71,0.07,0.85,0.57,hi,4.Quintile,1548
3,2020-09-12,wochentag,0.68,0.09,0.85,0.5,hi,5.Quintile,1548
3,2020-09-12,kontakt,1.64,0.11,1.87,1.42,hi,1.Quintile,1540
3,2020-09-12,kontakt,1.37,0.09,1.55,1.19,hi,2.Quintile,1540
3,2020-09-12,kontakt,1.21,0.07,1.35,1.06,hi,3.Quintile,1540
3,2020-09-12,kontakt,1.16,0.08,1.32,1,hi,4.Quintile,1540
3,2020-09-12,kontakt,1.05,0.09,1.23,0.87,hi,5.Quintile,1540
3,2020-10-17,wochentag,1.21,0.09,1.39,1.02,hi,1.Quintile,1630
3,2020-10-17,wochentag,1.16,0.1,1.35,0.97,hi,2.Quintile,1630
3,2020-10-17,wochentag,1.01,0.08,1.17,0.84,hi,3.Quintile,1630
3,2020-10-17,wochentag,0.84,0.08,0.99,0.7,hi,4.Quintile,1630
3,2020-10-17,wochentag,0.65,0.08,0.8,0.49,hi,5.Quintile,1630
3,2020-10-17,kontakt,1.76,0.09,1.93,1.59,hi,1.Quintile,1619
3,2020-10-17,kontakt,1.58,0.09,1.75,1.41,hi,2.Quintile,1619
3,2020-10-17,kontakt,1.65,0.09,1.84,1.46,hi,3.Quintile,1619
3,2020-10-17,kontakt,1.39,0.08,1.55,1.23,hi,4.Quintile,1619
3,2020-10-17,kontakt,1.16,0.11,1.36,0.95,hi,5.Quintile,1619
3,2020-11-14,wochentag,1.37,0.13,1.62,1.12,hi,1.Quintile,1563
3,2020-11-14,wochentag,1.18,0.11,1.38,0.97,hi,2.Quintile,1563
3,2020-11-14,wochentag,0.99,0.08,1.15,0.83,hi,3.Quintile,1563
3,2020-11-14,wochentag,1.02,0.09,1.19,0.84,hi,4.Quintile,1563
3,2020-11-14,wochentag,0.8,0.1,0.99,0.6,hi,5.Quintile,1563
3,2020-11-14,kontakt,2,0.1,2.2,1.79,hi,1.Quintile,1565
3,2020-11-14,kontakt,1.91,0.09,2.09,1.72,hi,2.Quintile,1565
3,2020-11-14,kontakt,1.92,0.09,2.09,1.74,hi,3.Quintile,1565
3,2020-11-14,kontakt,1.96,0.09,2.14,1.78,hi,4.Quintile,1565
3,2020-11-14,kontakt,1.84,0.14,2.11,1.56,hi,5.Quintile,1565
3,2020-12-13,wochentag,1.35,0.1,1.55,1.16,hi,1.Quintile,1542
3,2020-12-13,wochentag,1.5,0.11,1.72,1.29,hi,2.Quintile,1542
3,2020-12-13,wochentag,1.22,0.08,1.38,1.06,hi,3.Quintile,1542
3,2020-12-13,wochentag,1.09,0.09,1.26,0.92,hi,4.Quintile,1542
3,2020-12-13,wochentag,0.78,0.09,0.96,0.59,hi,5.Quintile,1542
3,2020-12-13,kontakt,2.17,0.1,2.36,1.99,hi,1.Quintile,1536
3,2020-12-13,kontakt,2.35,0.1,2.56,2.15,hi,2.Quintile,1536
3,2020-12-13,kontakt,2.13,0.08,2.3,1.97,hi,3.Quintile,1536
3,2020-12-13,kontakt,2.12,0.09,2.3,1.94,hi,4.Quintile,1536
3,2020-12-13,kontakt,1.99,0.12,2.23,1.75,hi,5.Quintile,1536
3,2021-01-16,wochentag,1.57,0.1,1.77,1.37,hi,1.Quintile,1581
3,2021-01-16,wochentag,1.48,0.11,1.69,1.27,hi,2.Quintile,1581
3,2021-01-16,wochentag,1.28,0.09,1.45,1.1,hi,3.Quintile,1581
3,2021-01-16,wochentag,1,0.09,1.16,0.83,hi,4.Quintile,1581
3,2021-01-16,wochentag,1.08,0.11,1.3,0.86,hi,5.Quintile,1581
3,2021-01-16,kontakt,2.34,0.1,2.54,2.13,hi,1.Quintile,1582
3,2021-01-16,kontakt,2.5,0.1,2.7,2.31,hi,2.Quintile,1582
3,2021-01-16,kontakt,2.33,0.09,2.51,2.14,hi,3.Quintile,1582
3,2021-01-16,kontakt,2.38,0.09,2.56,2.2,hi,4.Quintile,1582
3,2021-01-16,kontakt,2.36,0.12,2.6,2.12,hi,5.Quintile,1582
3,2021-02-13,wochentag,1.56,0.1,1.76,1.37,hi,1.Quintile,1545
3,2021-02-13,wochentag,1.46,0.09,1.64,1.28,hi,2.Quintile,1545
3,2021-02-13,wochentag,1.18,0.09,1.36,1.01,hi,3.Quintile,1545
3,2021-02-13,wochentag,1.03,0.09,1.2,0.86,hi,4.Quintile,1545
3,2021-02-13,wochentag,1.04,0.11,1.26,0.83,hi,5.Quintile,1545
3,2021-02-13,kontakt,2.34,0.1,2.54,2.13,hi,1.Quintile,1547
3,2021-02-13,kontakt,2.39,0.09,2.57,2.22,hi,2.Quintile,1547
3,2021-02-13,kontakt,2.28,0.09,2.46,2.11,hi,3.Quintile,1547
3,2021-02-13,kontakt,2.34,0.1,2.54,2.14,hi,4.Quintile,1547
3,2021-02-13,kontakt,2.42,0.12,2.67,2.18,hi,5.Quintile,1547
3,2021-03-13,wochentag,1.39,0.11,1.59,1.18,hi,1.Quintile,1539
3,2021-03-13,wochentag,1.5,0.11,1.72,1.29,hi,2.Quintile,1539
3,2021-03-13,wochentag,1.15,0.08,1.31,0.99,hi,3.Quintile,1539
3,2021-03-13,wochentag,1.13,0.09,1.31,0.96,hi,4.Quintile,1539
3,2021-03-13,wochentag,0.8,0.1,0.99,0.6,hi,5.Quintile,1539
3,2021-03-13,kontakt,2.32,0.11,2.53,2.11,hi,1.Quintile,1543
3,2021-03-13,kontakt,2.44,0.11,2.65,2.22,hi,2.Quintile,1543
3,2021-03-13,kontakt,2.28,0.09,2.45,2.11,hi,3.Quintile,1543
3,2021-03-13,kontakt,2.47,0.09,2.64,2.3,hi,4.Quintile,1543
3,2021-03-13,kontakt,2.37,0.13,2.63,2.11,hi,5.Quintile,1543
3,2021-04-16,wochentag,1.34,0.11,1.56,1.12,hi,1.Quintile,1494
3,2021-04-16,wochentag,1.48,0.12,1.72,1.24,hi,2.Quintile,1494
3,2021-04-16,wochentag,1.07,0.08,1.23,0.9,hi,3.Quintile,1494
3,2021-04-16,wochentag,1.1,0.08,1.27,0.94,hi,4.Quintile,1494
3,2021-04-16,wochentag,0.92,0.11,1.13,0.71,hi,5.Quintile,1494
3,2021-04-16,kontakt,2.38,0.11,2.61,2.16,hi,1.Quintile,1492
3,2021-04-16,kontakt,2.4,0.11,2.61,2.19,hi,2.Quintile,1492
3,2021-04-16,kontakt,2.26,0.09,2.45,2.07,hi,3.Quintile,1492
3,2021-04-16,kontakt,2.36,0.09,2.55,2.18,hi,4.Quintile,1492
3,2021-04-16,kontakt,2.41,0.11,2.63,2.2,hi,5.Quintile,1492
3,2021-05-22,wochentag,1.23,0.11,1.45,1.02,hi,1.Quintile,1477
3,2021-05-22,wochentag,1.37,0.1,1.57,1.17,hi,2.Quintile,1477
3,2021-05-22,wochentag,1.01,0.09,1.18,0.85,hi,3.Quintile,1477
3,2021-05-22,wochentag,0.88,0.08,1.05,0.72,hi,4.Quintile,1477
3,2021-05-22,wochentag,0.86,0.1,1.05,0.67,hi,5.Quintile,1477
3,2021-05-22,kontakt,1.96,0.11,2.18,1.74,hi,1.Quintile,1474
3,2021-05-22,kontakt,2.26,0.1,2.46,2.06,hi,2.Quintile,1474
3,2021-05-22,kontakt,1.82,0.1,2.01,1.62,hi,3.Quintile,1474
3,2021-05-22,kontakt,1.96,0.09,2.14,1.79,hi,4.Quintile,1474
3,2021-05-22,kontakt,1.94,0.11,2.16,1.73,hi,5.Quintile,1474
3,2021-06-26,wochentag,1.33,0.1,1.53,1.13,hi,1.Quintile,1482
3,2021-06-26,wochentag,1.25,0.1,1.45,1.05,hi,2.Quintile,1482
3,2021-06-26,wochentag,1.13,0.09,1.31,0.96,hi,3.Quintile,1482
3,2021-06-26,wochentag,1,0.08,1.16,0.84,hi,4.Quintile,1482
